state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state
7,Rural,dm_controlled,8.5,-5.4,22.4,Proportion,"8.5 (-5.4, 22.4)",64,age_category,65 plus,Nct Of Delhi
7,Urban,dm_screened,47.2,44.8,49.6,Proportion,"47.2 (44.8, 49.6)",11637,age_category,18-39,Nct Of Delhi
7,Urban,dm_disease,2.2,1.9,2.6,Proportion,"2.2 (1.9, 2.6)",11637,age_category,18-39,Nct Of Delhi
7,Urban,dm_diagnosed,1.4,1.2,1.7,Proportion,"1.4 (1.2, 1.7)",11637,age_category,18-39,Nct Of Delhi
7,Urban,dm_treated,0.9,0.7,1.1,Proportion,"0.9 (0.7, 1.1)",11637,age_category,18-39,Nct Of Delhi
7,Urban,dm_controlled,0.5,0.4,0.7,Proportion,"0.5 (0.4, 0.7)",11637,age_category,18-39,Nct Of Delhi
7,Urban,dm_screened,71.2,69,73.3,Proportion,"71.2 (69, 73.3)",7394,age_category,40-64,Nct Of Delhi
7,Urban,dm_disease,13.9,13,14.9,Proportion,"13.9 (13, 14.9)",7394,age_category,40-64,Nct Of Delhi
7,Urban,dm_diagnosed,11.1,10.1,12.1,Proportion,"11.1 (10.1, 12.1)",7394,age_category,40-64,Nct Of Delhi
7,Urban,dm_treated,9.6,8.7,10.5,Proportion,"9.6 (8.7, 10.5)",7394,age_category,40-64,Nct Of Delhi
7,Urban,dm_controlled,5.6,4.9,6.3,Proportion,"5.6 (4.9, 6.3)",7394,age_category,40-64,Nct Of Delhi
7,Urban,dm_screened,84.5,82.2,86.8,Proportion,"84.5 (82.2, 86.8)",1490,age_category,65 plus,Nct Of Delhi
7,Urban,dm_disease,24.2,21.7,26.7,Proportion,"24.2 (21.7, 26.7)",1490,age_category,65 plus,Nct Of Delhi
7,Urban,dm_diagnosed,21.8,19.3,24.3,Proportion,"21.8 (19.3, 24.3)",1490,age_category,65 plus,Nct Of Delhi
7,Urban,dm_treated,19.4,17.2,21.7,Proportion,"19.4 (17.2, 21.7)",1490,age_category,65 plus,Nct Of Delhi
7,Urban,dm_controlled,12.7,10.7,14.8,Proportion,"12.7 (10.7, 14.8)",1490,age_category,65 plus,Nct Of Delhi
8,Rural,dm_screened,13,11.7,14.3,Proportion,"13 (11.7, 14.3)",39821,age_category,18-39,Rajasthan
8,Rural,dm_disease,0.9,0.7,1.1,Proportion,"0.9 (0.7, 1.1)",39821,age_category,18-39,Rajasthan
8,Rural,dm_diagnosed,0.8,0.6,0.9,Proportion,"0.8 (0.6, 0.9)",39821,age_category,18-39,Rajasthan
8,Rural,dm_treated,0.2,0.2,0.3,Proportion,"0.2 (0.2, 0.3)",39821,age_category,18-39,Rajasthan
8,Rural,dm_controlled,0.2,0.1,0.2,Proportion,"0.2 (0.1, 0.2)",39821,age_category,18-39,Rajasthan
8,Rural,dm_screened,19.7,18.1,21.4,Proportion,"19.7 (18.1, 21.4)",26960,age_category,40-64,Rajasthan
8,Rural,dm_disease,3.8,3.4,4.2,Proportion,"3.8 (3.4, 4.2)",26960,age_category,40-64,Rajasthan
8,Rural,dm_diagnosed,2.6,2.3,3,Proportion,"2.6 (2.3, 3)",26960,age_category,40-64,Rajasthan
8,Rural,dm_treated,1.2,1.1,1.4,Proportion,"1.2 (1.1, 1.4)",26960,age_category,40-64,Rajasthan
8,Rural,dm_controlled,0.7,0.6,0.8,Proportion,"0.7 (0.6, 0.8)",26960,age_category,40-64,Rajasthan
8,Rural,dm_screened,23.4,21.4,25.3,Proportion,"23.4 (21.4, 25.3)",7857,age_category,65 plus,Rajasthan
8,Rural,dm_disease,6,5.3,6.8,Proportion,"6 (5.3, 6.8)",7857,age_category,65 plus,Rajasthan
8,Rural,dm_diagnosed,4.6,3.9,5.2,Proportion,"4.6 (3.9, 5.2)",7857,age_category,65 plus,Rajasthan
8,Rural,dm_treated,2.9,2.4,3.3,Proportion,"2.9 (2.4, 3.3)",7857,age_category,65 plus,Rajasthan
8,Rural,dm_controlled,1.6,1.3,2,Proportion,"1.6 (1.3, 2)",7857,age_category,65 plus,Rajasthan
8,Urban,dm_screened,20.6,18.1,23.1,Proportion,"20.6 (18.1, 23.1)",11124,age_category,18-39,Rajasthan
8,Urban,dm_disease,1.9,1.4,2.4,Proportion,"1.9 (1.4, 2.4)",11124,age_category,18-39,Rajasthan
8,Urban,dm_diagnosed,1.7,1.1,2.2,Proportion,"1.7 (1.1, 2.2)",11124,age_category,18-39,Rajasthan
8,Urban,dm_treated,0.5,0.3,0.6,Proportion,"0.5 (0.3, 0.6)",11124,age_category,18-39,Rajasthan
8,Urban,dm_controlled,0.4,0.2,0.5,Proportion,"0.4 (0.2, 0.5)",11124,age_category,18-39,Rajasthan
8,Urban,dm_screened,34,30.7,37.2,Proportion,"34 (30.7, 37.2)",7719,age_category,40-64,Rajasthan
8,Urban,dm_disease,7.4,6.3,8.4,Proportion,"7.4 (6.3, 8.4)",7719,age_category,40-64,Rajasthan
8,Urban,dm_diagnosed,5.8,4.8,6.8,Proportion,"5.8 (4.8, 6.8)",7719,age_category,40-64,Rajasthan
8,Urban,dm_treated,3.3,2.7,3.8,Proportion,"3.3 (2.7, 3.8)",7719,age_category,40-64,Rajasthan
8,Urban,dm_controlled,2.2,1.7,2.7,Proportion,"2.2 (1.7, 2.7)",7719,age_category,40-64,Rajasthan
8,Urban,dm_screened,42.2,37.9,46.4,Proportion,"42.2 (37.9, 46.4)",1895,age_category,65 plus,Rajasthan
8,Urban,dm_disease,12.3,10.2,14.4,Proportion,"12.3 (10.2, 14.4)",1895,age_category,65 plus,Rajasthan
8,Urban,dm_diagnosed,10.8,8.7,12.8,Proportion,"10.8 (8.7, 12.8)",1895,age_category,65 plus,Rajasthan
8,Urban,dm_treated,7.4,6,8.8,Proportion,"7.4 (6, 8.8)",1895,age_category,65 plus,Rajasthan
8,Urban,dm_controlled,4.5,3.4,5.5,Proportion,"4.5 (3.4, 5.5)",1895,age_category,65 plus,Rajasthan
9,Rural,dm_screened,18,17.2,18.8,Proportion,"18 (17.2, 18.8)",82937,age_category,18-39,Uttar Pradesh
9,Rural,dm_disease,1.9,1.7,2,Proportion,"1.9 (1.7, 2)",82937,age_category,18-39,Uttar Pradesh
9,Rural,dm_diagnosed,1.5,1.3,1.6,Proportion,"1.5 (1.3, 1.6)",82937,age_category,18-39,Uttar Pradesh
9,Rural,dm_treated,0.3,0.2,0.3,Proportion,"0.3 (0.2, 0.3)",82937,age_category,18-39,Uttar Pradesh
9,Rural,dm_controlled,0.2,0.2,0.3,Proportion,"0.2 (0.2, 0.3)",82937,age_category,18-39,Uttar Pradesh
9,Rural,dm_screened,28.9,27.9,29.9,Proportion,"28.9 (27.9, 29.9)",56081,age_category,40-64,Uttar Pradesh
9,Rural,dm_disease,7.1,6.7,7.5,Proportion,"7.1 (6.7, 7.5)",56081,age_category,40-64,Uttar Pradesh
9,Rural,dm_diagnosed,4.7,4.3,5,Proportion,"4.7 (4.3, 5)",56081,age_category,40-64,Uttar Pradesh
9,Rural,dm_treated,1.9,1.8,2.1,Proportion,"1.9 (1.8, 2.1)",56081,age_category,40-64,Uttar Pradesh
9,Rural,dm_controlled,0.9,0.8,1,Proportion,"0.9 (0.8, 1)",56081,age_category,40-64,Uttar Pradesh
9,Rural,dm_screened,34.3,33,35.6,Proportion,"34.3 (33, 35.6)",16150,age_category,65 plus,Uttar Pradesh
9,Rural,dm_disease,9.7,9,10.3,Proportion,"9.7 (9, 10.3)",16150,age_category,65 plus,Uttar Pradesh
9,Rural,dm_diagnosed,6.9,6.3,7.5,Proportion,"6.9 (6.3, 7.5)",16150,age_category,65 plus,Uttar Pradesh
9,Rural,dm_treated,3.1,2.8,3.4,Proportion,"3.1 (2.8, 3.4)",16150,age_category,65 plus,Uttar Pradesh
9,Rural,dm_controlled,1.9,1.7,2.2,Proportion,"1.9 (1.7, 2.2)",16150,age_category,65 plus,Uttar Pradesh
9,Urban,dm_screened,22.7,20.9,24.5,Proportion,"22.7 (20.9, 24.5)",20290,age_category,18-39,Uttar Pradesh
9,Urban,dm_disease,1.9,1.6,2.3,Proportion,"1.9 (1.6, 2.3)",20290,age_category,18-39,Uttar Pradesh
9,Urban,dm_diagnosed,1.4,1.1,1.7,Proportion,"1.4 (1.1, 1.7)",20290,age_category,18-39,Uttar Pradesh
9,Urban,dm_treated,0.5,0.4,0.7,Proportion,"0.5 (0.4, 0.7)",20290,age_category,18-39,Uttar Pradesh
9,Urban,dm_controlled,0.4,0.3,0.5,Proportion,"0.4 (0.3, 0.5)",20290,age_category,18-39,Uttar Pradesh
9,Urban,dm_screened,42.2,39.9,44.6,Proportion,"42.2 (39.9, 44.6)",13361,age_category,40-64,Uttar Pradesh
9,Urban,dm_disease,9.8,8.9,10.7,Proportion,"9.8 (8.9, 10.7)",13361,age_category,40-64,Uttar Pradesh
9,Urban,dm_diagnosed,6.6,5.9,7.4,Proportion,"6.6 (5.9, 7.4)",13361,age_category,40-64,Uttar Pradesh
9,Urban,dm_treated,4.1,3.6,4.6,Proportion,"4.1 (3.6, 4.6)",13361,age_category,40-64,Uttar Pradesh
9,Urban,dm_controlled,2,1.7,2.3,Proportion,"2 (1.7, 2.3)",13361,age_category,40-64,Uttar Pradesh
9,Urban,dm_screened,50.7,47.4,54,Proportion,"50.7 (47.4, 54)",3234,age_category,65 plus,Uttar Pradesh
9,Urban,dm_disease,15,13.2,16.8,Proportion,"15 (13.2, 16.8)",3234,age_category,65 plus,Uttar Pradesh
9,Urban,dm_diagnosed,11.7,10,13.4,Proportion,"11.7 (10, 13.4)",3234,age_category,65 plus,Uttar Pradesh
9,Urban,dm_treated,7.7,6.3,9.2,Proportion,"7.7 (6.3, 9.2)",3234,age_category,65 plus,Uttar Pradesh
9,Urban,dm_controlled,4.3,3.2,5.4,Proportion,"4.3 (3.2, 5.4)",3234,age_category,65 plus,Uttar Pradesh
10,Rural,dm_screened,8.4,7.8,9,Proportion,"8.4 (7.8, 9)",38468,age_category,18-39,Bihar
10,Rural,dm_disease,1.7,1.5,1.9,Proportion,"1.7 (1.5, 1.9)",38468,age_category,18-39,Bihar
10,Rural,dm_diagnosed,1.2,1,1.4,Proportion,"1.2 (1, 1.4)",38468,age_category,18-39,Bihar
10,Rural,dm_treated,0.3,0.3,0.4,Proportion,"0.3 (0.3, 0.4)",38468,age_category,18-39,Bihar
10,Rural,dm_controlled,0.2,0.2,0.3,Proportion,"0.2 (0.2, 0.3)",38468,age_category,18-39,Bihar
10,Rural,dm_screened,17.8,16.8,18.7,Proportion,"17.8 (16.8, 18.7)",28296,age_category,40-64,Bihar
10,Rural,dm_disease,7.7,7.2,8.2,Proportion,"7.7 (7.2, 8.2)",28296,age_category,40-64,Bihar
10,Rural,dm_diagnosed,5.1,4.7,5.6,Proportion,"5.1 (4.7, 5.6)",28296,age_category,40-64,Bihar
10,Rural,dm_treated,2.6,2.4,2.9,Proportion,"2.6 (2.4, 2.9)",28296,age_category,40-64,Bihar
10,Rural,dm_controlled,1.3,1.1,1.5,Proportion,"1.3 (1.1, 1.5)",28296,age_category,40-64,Bihar
10,Rural,dm_screened,22.9,21.6,24.3,Proportion,"22.9 (21.6, 24.3)",9227,age_category,65 plus,Bihar
10,Rural,dm_disease,10,9.1,10.8,Proportion,"10 (9.1, 10.8)",9227,age_category,65 plus,Bihar
10,Rural,dm_diagnosed,7.3,6.5,8.1,Proportion,"7.3 (6.5, 8.1)",9227,age_category,65 plus,Bihar
10,Rural,dm_treated,3.9,3.3,4.4,Proportion,"3.9 (3.3, 4.4)",9227,age_category,65 plus,Bihar
10,Rural,dm_controlled,2.6,2.1,3,Proportion,"2.6 (2.1, 3)",9227,age_category,65 plus,Bihar
10,Urban,dm_screened,15.3,12.8,17.8,Proportion,"15.3 (12.8, 17.8)",5289,age_category,18-39,Bihar
10,Urban,dm_disease,3.1,2.2,3.9,Proportion,"3.1 (2.2, 3.9)",5289,age_category,18-39,Bihar
10,Urban,dm_diagnosed,2.1,1.4,2.9,Proportion,"2.1 (1.4, 2.9)",5289,age_category,18-39,Bihar
10,Urban,dm_treated,0.6,0.4,0.9,Proportion,"0.6 (0.4, 0.9)",5289,age_category,18-39,Bihar
10,Urban,dm_controlled,0.3,0.2,0.5,Proportion,"0.3 (0.2, 0.5)",5289,age_category,18-39,Bihar
10,Urban,dm_screened,38.9,34.4,43.4,Proportion,"38.9 (34.4, 43.4)",3501,age_category,40-64,Bihar
10,Urban,dm_disease,13.6,11.8,15.4,Proportion,"13.6 (11.8, 15.4)",3501,age_category,40-64,Bihar
10,Urban,dm_diagnosed,10.7,9,12.4,Proportion,"10.7 (9, 12.4)",3501,age_category,40-64,Bihar
10,Urban,dm_treated,6.7,5.4,8,Proportion,"6.7 (5.4, 8)",3501,age_category,40-64,Bihar
10,Urban,dm_controlled,3.3,2.5,4.1,Proportion,"3.3 (2.5, 4.1)",3501,age_category,40-64,Bihar
10,Urban,dm_screened,50.2,44.8,55.6,Proportion,"50.2 (44.8, 55.6)",1067,age_category,65 plus,Bihar
10,Urban,dm_disease,20,16.4,23.7,Proportion,"20 (16.4, 23.7)",1067,age_category,65 plus,Bihar
10,Urban,dm_diagnosed,16.7,13.3,20.2,Proportion,"16.7 (13.3, 20.2)",1067,age_category,65 plus,Bihar
10,Urban,dm_treated,10.1,7.5,12.7,Proportion,"10.1 (7.5, 12.7)",1067,age_category,65 plus,Bihar
10,Urban,dm_controlled,6.1,4.3,7.9,Proportion,"6.1 (4.3, 7.9)",1067,age_category,65 plus,Bihar
11,Rural,dm_screened,28.5,25.3,31.6,Proportion,"28.5 (25.3, 31.6)",3403,age_category,18-39,Sikkim
11,Rural,dm_disease,1.9,1.3,2.4,Proportion,"1.9 (1.3, 2.4)",3403,age_category,18-39,Sikkim
11,Rural,dm_diagnosed,1.5,1,2,Proportion,"1.5 (1, 2)",3403,age_category,18-39,Sikkim
11,Rural,dm_treated,0.7,0.4,1.1,Proportion,"0.7 (0.4, 1.1)",3403,age_category,18-39,Sikkim
11,Rural,dm_controlled,0.4,0.1,0.7,Proportion,"0.4 (0.1, 0.7)",3403,age_category,18-39,Sikkim
11,Rural,dm_screened,43.8,40.3,47.3,Proportion,"43.8 (40.3, 47.3)",2468,age_category,40-64,Sikkim
11,Rural,dm_disease,8,6.3,9.7,Proportion,"8 (6.3, 9.7)",2468,age_category,40-64,Sikkim
11,Rural,dm_diagnosed,5.7,4.5,6.9,Proportion,"5.7 (4.5, 6.9)",2468,age_category,40-64,Sikkim
11,Rural,dm_treated,3.8,2.8,4.8,Proportion,"3.8 (2.8, 4.8)",2468,age_category,40-64,Sikkim
11,Rural,dm_controlled,1.9,1.3,2.6,Proportion,"1.9 (1.3, 2.6)",2468,age_category,40-64,Sikkim
11,Rural,dm_screened,48.2,42.4,54.1,Proportion,"48.2 (42.4, 54.1)",586,age_category,65 plus,Sikkim
11,Rural,dm_disease,10.2,7,13.3,Proportion,"10.2 (7, 13.3)",586,age_category,65 plus,Sikkim
11,Rural,dm_diagnosed,8.3,5.5,11,Proportion,"8.3 (5.5, 11)",586,age_category,65 plus,Sikkim
11,Rural,dm_treated,6.2,3.8,8.7,Proportion,"6.2 (3.8, 8.7)",586,age_category,65 plus,Sikkim
11,Rural,dm_controlled,3.2,1.5,4.9,Proportion,"3.2 (1.5, 4.9)",586,age_category,65 plus,Sikkim
11,Urban,dm_screened,31.1,23,39.3,Proportion,"31.1 (23, 39.3)",579,age_category,18-39,Sikkim
11,Urban,dm_disease,2.2,0.9,3.5,Proportion,"2.2 (0.9, 3.5)",579,age_category,18-39,Sikkim
11,Urban,dm_diagnosed,1.5,0.4,2.6,Proportion,"1.5 (0.4, 2.6)",579,age_category,18-39,Sikkim
11,Urban,dm_treated,0.7,-0,1.5,Proportion,"0.7 (0, 1.5)",579,age_category,18-39,Sikkim
11,Urban,dm_controlled,0.7,-0.1,1.4,Proportion,"0.7 (-0.1, 1.4)",579,age_category,18-39,Sikkim
11,Urban,dm_screened,52.7,43.5,61.9,Proportion,"52.7 (43.5, 61.9)",373,age_category,40-64,Sikkim
11,Urban,dm_disease,12.8,8.5,17.1,Proportion,"12.8 (8.5, 17.1)",373,age_category,40-64,Sikkim
11,Urban,dm_diagnosed,11.8,7.9,15.8,Proportion,"11.8 (7.9, 15.8)",373,age_category,40-64,Sikkim
11,Urban,dm_treated,8.6,5,12.3,Proportion,"8.6 (5, 12.3)",373,age_category,40-64,Sikkim
11,Urban,dm_controlled,2.6,0.6,4.7,Proportion,"2.6 (0.6, 4.7)",373,age_category,40-64,Sikkim
11,Urban,dm_screened,72.3,58.6,86,Proportion,"72.3 (58.6, 86)",69,age_category,65 plus,Sikkim
11,Urban,dm_disease,29.7,20.2,39.2,Proportion,"29.7 (20.2, 39.2)",69,age_category,65 plus,Sikkim
11,Urban,dm_diagnosed,22.3,14.9,29.8,Proportion,"22.3 (14.9, 29.8)",69,age_category,65 plus,Sikkim
11,Urban,dm_treated,16.4,9.4,23.4,Proportion,"16.4 (9.4, 23.4)",69,age_category,65 plus,Sikkim
11,Urban,dm_controlled,7.5,1.8,13.2,Proportion,"7.5 (1.8, 13.2)",69,age_category,65 plus,Sikkim
12,Rural,dm_screened,27.2,24.9,29.4,Proportion,"27.2 (24.9, 29.4)",17968,age_category,18-39,Arunachal Pradesh
12,Rural,dm_disease,2,1.5,2.5,Proportion,"2 (1.5, 2.5)",17968,age_category,18-39,Arunachal Pradesh
12,Rural,dm_diagnosed,1.6,1.1,2.1,Proportion,"1.6 (1.1, 2.1)",17968,age_category,18-39,Arunachal Pradesh
12,Rural,dm_treated,0.3,0.2,0.5,Proportion,"0.3 (0.2, 0.5)",17968,age_category,18-39,Arunachal Pradesh
12,Rural,dm_controlled,0.3,0.2,0.4,Proportion,"0.3 (0.2, 0.4)",17968,age_category,18-39,Arunachal Pradesh
12,Rural,dm_screened,33.1,30.4,35.7,Proportion,"33.1 (30.4, 35.7)",15044,age_category,40-64,Arunachal Pradesh
12,Rural,dm_disease,4.8,4,5.6,Proportion,"4.8 (4, 5.6)",15044,age_category,40-64,Arunachal Pradesh
12,Rural,dm_diagnosed,3.5,2.8,4.2,Proportion,"3.5 (2.8, 4.2)",15044,age_category,40-64,Arunachal Pradesh
12,Rural,dm_treated,1.1,0.8,1.4,Proportion,"1.1 (0.8, 1.4)",15044,age_category,40-64,Arunachal Pradesh
12,Rural,dm_controlled,0.7,0.4,0.9,Proportion,"0.7 (0.4, 0.9)",15044,age_category,40-64,Arunachal Pradesh
12,Rural,dm_screened,31,27.7,34.2,Proportion,"31 (27.7, 34.2)",2940,age_category,65 plus,Arunachal Pradesh
12,Rural,dm_disease,5.9,4.6,7.2,Proportion,"5.9 (4.6, 7.2)",2940,age_category,65 plus,Arunachal Pradesh
12,Rural,dm_diagnosed,3.8,2.7,4.9,Proportion,"3.8 (2.7, 4.9)",2940,age_category,65 plus,Arunachal Pradesh
12,Rural,dm_treated,1,0.6,1.5,Proportion,"1 (0.6, 1.5)",2940,age_category,65 plus,Arunachal Pradesh
12,Rural,dm_controlled,0.6,0.3,0.9,Proportion,"0.6 (0.3, 0.9)",2940,age_category,65 plus,Arunachal Pradesh
12,Urban,dm_screened,30.6,26.8,34.5,Proportion,"30.6 (26.8, 34.5)",5091,age_category,18-39,Arunachal Pradesh
12,Urban,dm_disease,4.3,2.8,5.7,Proportion,"4.3 (2.8, 5.7)",5091,age_category,18-39,Arunachal Pradesh
12,Urban,dm_diagnosed,3.6,2.2,5,Proportion,"3.6 (2.2, 5)",5091,age_category,18-39,Arunachal Pradesh
12,Urban,dm_treated,0.8,0.4,1.1,Proportion,"0.8 (0.4, 1.1)",5091,age_category,18-39,Arunachal Pradesh
12,Urban,dm_controlled,0.7,0.3,1,Proportion,"0.7 (0.3, 1)",5091,age_category,18-39,Arunachal Pradesh
12,Urban,dm_screened,44.3,39.2,49.5,Proportion,"44.3 (39.2, 49.5)",2924,age_category,40-64,Arunachal Pradesh
12,Urban,dm_disease,9.5,7.5,11.4,Proportion,"9.5 (7.5, 11.4)",2924,age_category,40-64,Arunachal Pradesh
12,Urban,dm_diagnosed,7.4,5.7,9,Proportion,"7.4 (5.7, 9)",2924,age_category,40-64,Arunachal Pradesh
12,Urban,dm_treated,3.2,2.3,4,Proportion,"3.2 (2.3, 4)",2924,age_category,40-64,Arunachal Pradesh
12,Urban,dm_controlled,2.1,1.4,2.8,Proportion,"2.1 (1.4, 2.8)",2924,age_category,40-64,Arunachal Pradesh
12,Urban,dm_screened,46.3,37.3,55.3,Proportion,"46.3 (37.3, 55.3)",275,age_category,65 plus,Arunachal Pradesh
12,Urban,dm_disease,8.9,5.2,12.6,Proportion,"8.9 (5.2, 12.6)",275,age_category,65 plus,Arunachal Pradesh
12,Urban,dm_diagnosed,6.7,3.7,9.8,Proportion,"6.7 (3.7, 9.8)",275,age_category,65 plus,Arunachal Pradesh
12,Urban,dm_treated,3.9,1.5,6.3,Proportion,"3.9 (1.5, 6.3)",275,age_category,65 plus,Arunachal Pradesh
12,Urban,dm_controlled,2.6,0.6,4.6,Proportion,"2.6 (0.6, 4.6)",275,age_category,65 plus,Arunachal Pradesh
13,Rural,dm_screened,10.4,8.2,12.7,Proportion,"10.4 (8.2, 12.7)",8173,age_category,18-39,Nagaland
13,Rural,dm_disease,0.7,0.4,1,Proportion,"0.7 (0.4, 1)",8173,age_category,18-39,Nagaland
13,Rural,dm_diagnosed,0.4,0.1,0.6,Proportion,"0.4 (0.1, 0.6)",8173,age_category,18-39,Nagaland
13,Rural,dm_treated,0.2,0,0.3,Proportion,"0.2 (0, 0.3)",8173,age_category,18-39,Nagaland
13,Rural,dm_controlled,0.2,0,0.3,Proportion,"0.2 (0, 0.3)",8173,age_category,18-39,Nagaland
13,Rural,dm_screened,22.2,18.1,26.2,Proportion,"22.2 (18.1, 26.2)",7268,age_category,40-64,Nagaland
13,Rural,dm_disease,3.9,3.1,4.7,Proportion,"3.9 (3.1, 4.7)",7268,age_category,40-64,Nagaland
13,Rural,dm_diagnosed,2.4,1.8,3.1,Proportion,"2.4 (1.8, 3.1)",7268,age_category,40-64,Nagaland
13,Rural,dm_treated,1.2,0.8,1.7,Proportion,"1.2 (0.8, 1.7)",7268,age_category,40-64,Nagaland
13,Rural,dm_controlled,0.5,0.2,0.8,Proportion,"0.5 (0.2, 0.8)",7268,age_category,40-64,Nagaland
13,Rural,dm_screened,16.4,13.1,19.7,Proportion,"16.4 (13.1, 19.7)",1956,age_category,65 plus,Nagaland
13,Rural,dm_disease,4.4,2.8,5.9,Proportion,"4.4 (2.8, 5.9)",1956,age_category,65 plus,Nagaland
13,Rural,dm_diagnosed,2.7,1.4,4,Proportion,"2.7 (1.4, 4)",1956,age_category,65 plus,Nagaland
13,Rural,dm_treated,1.3,0.6,2,Proportion,"1.3 (0.6, 2)",1956,age_category,65 plus,Nagaland
13,Rural,dm_controlled,0.6,0.1,1,Proportion,"0.6 (0.1, 1)",1956,age_category,65 plus,Nagaland
13,Urban,dm_screened,17.2,13.9,20.5,Proportion,"17.2 (13.9, 20.5)",3275,age_category,18-39,Nagaland
13,Urban,dm_disease,1.7,0.9,2.4,Proportion,"1.7 (0.9, 2.4)",3275,age_category,18-39,Nagaland
13,Urban,dm_diagnosed,1.5,0.8,2.2,Proportion,"1.5 (0.8, 2.2)",3275,age_category,18-39,Nagaland
13,Urban,dm_treated,0.5,0.2,0.8,Proportion,"0.5 (0.2, 0.8)",3275,age_category,18-39,Nagaland
13,Urban,dm_controlled,0.2,0,0.4,Proportion,"0.2 (0, 0.4)",3275,age_category,18-39,Nagaland
13,Urban,dm_screened,34,28.4,39.6,Proportion,"34 (28.4, 39.6)",2227,age_category,40-64,Nagaland
13,Urban,dm_disease,8.9,6.7,11,Proportion,"8.9 (6.7, 11)",2227,age_category,40-64,Nagaland
13,Urban,dm_diagnosed,6.7,4.8,8.6,Proportion,"6.7 (4.8, 8.6)",2227,age_category,40-64,Nagaland
13,Urban,dm_treated,3.6,2.5,4.8,Proportion,"3.6 (2.5, 4.8)",2227,age_category,40-64,Nagaland
13,Urban,dm_controlled,1.2,0.6,1.8,Proportion,"1.2 (0.6, 1.8)",2227,age_category,40-64,Nagaland
13,Urban,dm_screened,42.5,33.1,52,Proportion,"42.5 (33.1, 52)",328,age_category,65 plus,Nagaland
13,Urban,dm_disease,12.5,6.3,18.7,Proportion,"12.5 (6.3, 18.7)",328,age_category,65 plus,Nagaland
13,Urban,dm_diagnosed,10.3,4.3,16.4,Proportion,"10.3 (4.3, 16.4)",328,age_category,65 plus,Nagaland
13,Urban,dm_treated,6,2.4,9.7,Proportion,"6 (2.4, 9.7)",328,age_category,65 plus,Nagaland
13,Urban,dm_controlled,2.9,0.4,5.4,Proportion,"2.9 (0.4, 5.4)",328,age_category,65 plus,Nagaland
14,Rural,dm_screened,27.6,25.6,29.6,Proportion,"27.6 (25.6, 29.6)",7109,age_category,18-39,Manipur
14,Rural,dm_disease,1.5,1.1,1.8,Proportion,"1.5 (1.1, 1.8)",7109,age_category,18-39,Manipur
14,Rural,dm_diagnosed,0.8,0.5,1,Proportion,"0.8 (0.5, 1)",7109,age_category,18-39,Manipur
14,Rural,dm_treated,0.2,0.1,0.3,Proportion,"0.2 (0.1, 0.3)",7109,age_category,18-39,Manipur
14,Rural,dm_controlled,0.1,0,0.2,Proportion,"0.1 (0, 0.2)",7109,age_category,18-39,Manipur
14,Rural,dm_screened,37.8,35.4,40.2,Proportion,"37.8 (35.4, 40.2)",5924,age_category,40-64,Manipur
14,Rural,dm_disease,7.9,6.8,9,Proportion,"7.9 (6.8, 9)",5924,age_category,40-64,Manipur
14,Rural,dm_diagnosed,5.9,4.9,6.8,Proportion,"5.9 (4.9, 6.8)",5924,age_category,40-64,Manipur
14,Rural,dm_treated,4,3.1,4.8,Proportion,"4 (3.1, 4.8)",5924,age_category,40-64,Manipur
14,Rural,dm_controlled,2.4,1.8,3,Proportion,"2.4 (1.8, 3)",5924,age_category,40-64,Manipur
14,Rural,dm_screened,42.8,38.6,47,Proportion,"42.8 (38.6, 47)",1782,age_category,65 plus,Manipur
14,Rural,dm_disease,12.2,10,14.5,Proportion,"12.2 (10, 14.5)",1782,age_category,65 plus,Manipur
14,Rural,dm_diagnosed,9.1,7,11.3,Proportion,"9.1 (7, 11.3)",1782,age_category,65 plus,Manipur
14,Rural,dm_treated,6.8,4.8,8.9,Proportion,"6.8 (4.8, 8.9)",1782,age_category,65 plus,Manipur
14,Rural,dm_controlled,4.2,3,5.5,Proportion,"4.2 (3, 5.5)",1782,age_category,65 plus,Manipur
14,Urban,dm_screened,34.8,31.8,37.8,Proportion,"34.8 (31.8, 37.8)",2612,age_category,18-39,Manipur
14,Urban,dm_disease,2.1,1.4,2.8,Proportion,"2.1 (1.4, 2.8)",2612,age_category,18-39,Manipur
14,Urban,dm_diagnosed,1.2,0.7,1.7,Proportion,"1.2 (0.7, 1.7)",2612,age_category,18-39,Manipur
14,Urban,dm_treated,0.7,0.3,1.1,Proportion,"0.7 (0.3, 1.1)",2612,age_category,18-39,Manipur
14,Urban,dm_controlled,0.5,0.2,0.9,Proportion,"0.5 (0.2, 0.9)",2612,age_category,18-39,Manipur
14,Urban,dm_screened,58.5,54.6,62.4,Proportion,"58.5 (54.6, 62.4)",2156,age_category,40-64,Manipur
14,Urban,dm_disease,13.9,11.9,15.8,Proportion,"13.9 (11.9, 15.8)",2156,age_category,40-64,Manipur
14,Urban,dm_diagnosed,11,9.2,12.7,Proportion,"11 (9.2, 12.7)",2156,age_category,40-64,Manipur
14,Urban,dm_treated,8.1,6.6,9.6,Proportion,"8.1 (6.6, 9.6)",2156,age_category,40-64,Manipur
