Level1,Level2,Level3,Level4,Level5,ST_NM,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Crude,Urban,Controlled,Age Category,40-64,Odisha,47,39.7,54.2,"47 (39.7, 54.2)",21,Odisha
Crude,Urban,Treated,Age Category,65 plus,Odisha,78.2,66.6,89.7,"78.2 (66.6, 89.7)",21,Odisha
Crude,Urban,Controlled,Age Category,65 plus,Odisha,60.6,50.1,71.1,"60.6 (50.1, 71.1)",21,Odisha
Crude,Rural,Treated,Age Category,18-39,Chhattisgarh,28.3,18.8,37.9,"28.3 (18.8, 37.9)",22,Chhattisgarh
Crude,Rural,Controlled,Age Category,18-39,Chhattisgarh,86.5,80.3,92.7,"86.5 (80.3, 92.7)",22,Chhattisgarh
Crude,Rural,Treated,Age Category,40-64,Chhattisgarh,58.7,52.4,65,"58.7 (52.4, 65)",22,Chhattisgarh
Crude,Rural,Controlled,Age Category,40-64,Chhattisgarh,66.9,61.5,72.4,"66.9 (61.5, 72.4)",22,Chhattisgarh
Crude,Rural,Treated,Age Category,65 plus,Chhattisgarh,65.8,55.1,76.4,"65.8 (55.1, 76.4)",22,Chhattisgarh
Crude,Rural,Controlled,Age Category,65 plus,Chhattisgarh,74.7,67,82.4,"74.7 (67, 82.4)",22,Chhattisgarh
Crude,Urban,Treated,Age Category,18-39,Chhattisgarh,31,14.1,47.8,"31 (14.1, 47.8)",22,Chhattisgarh
Crude,Urban,Controlled,Age Category,18-39,Chhattisgarh,86,75.4,96.6,"86 (75.4, 96.6)",22,Chhattisgarh
Crude,Urban,Treated,Age Category,40-64,Chhattisgarh,66.1,56.1,76,"66.1 (56.1, 76)",22,Chhattisgarh
Crude,Urban,Controlled,Age Category,40-64,Chhattisgarh,69.8,61.9,77.7,"69.8 (61.9, 77.7)",22,Chhattisgarh
Crude,Urban,Treated,Age Category,65 plus,Chhattisgarh,76.5,65.7,87.3,"76.5 (65.7, 87.3)",22,Chhattisgarh
Crude,Urban,Controlled,Age Category,65 plus,Chhattisgarh,71.6,62,81.1,"71.6 (62, 81.1)",22,Chhattisgarh
Crude,Rural,Treated,Age Category,18-39,Madhya Pradesh,44,36.2,51.8,"44 (36.2, 51.8)",23,Madhya Pradesh
Crude,Rural,Controlled,Age Category,18-39,Madhya Pradesh,85.7,80.7,90.7,"85.7 (80.7, 90.7)",23,Madhya Pradesh
Crude,Rural,Treated,Age Category,40-64,Madhya Pradesh,67.4,63.1,71.6,"67.4 (63.1, 71.6)",23,Madhya Pradesh
Crude,Rural,Controlled,Age Category,40-64,Madhya Pradesh,57.7,53.5,61.8,"57.7 (53.5, 61.8)",23,Madhya Pradesh
Crude,Rural,Treated,Age Category,65 plus,Madhya Pradesh,72.3,66.2,78.3,"72.3 (66.2, 78.3)",23,Madhya Pradesh
Crude,Rural,Controlled,Age Category,65 plus,Madhya Pradesh,63.2,57.5,68.9,"63.2 (57.5, 68.9)",23,Madhya Pradesh
Crude,Urban,Treated,Age Category,18-39,Madhya Pradesh,39.9,26.4,53.3,"39.9 (26.4, 53.3)",23,Madhya Pradesh
Crude,Urban,Controlled,Age Category,18-39,Madhya Pradesh,82.2,73.2,91.2,"82.2 (73.2, 91.2)",23,Madhya Pradesh
Crude,Urban,Treated,Age Category,40-64,Madhya Pradesh,75.1,70.4,79.9,"75.1 (70.4, 79.9)",23,Madhya Pradesh
Crude,Urban,Controlled,Age Category,40-64,Madhya Pradesh,52.7,47.2,58.2,"52.7 (47.2, 58.2)",23,Madhya Pradesh
Crude,Urban,Treated,Age Category,65 plus,Madhya Pradesh,80.5,74.2,86.7,"80.5 (74.2, 86.7)",23,Madhya Pradesh
Crude,Urban,Controlled,Age Category,65 plus,Madhya Pradesh,55.7,48.3,63,"55.7 (48.3, 63)",23,Madhya Pradesh
Crude,Rural,Treated,Age Category,18-39,Gujarat,46.2,37.5,55,"46.2 (37.5, 55)",24,Gujarat
Crude,Rural,Controlled,Age Category,18-39,Gujarat,79.4,71.7,87,"79.4 (71.7, 87)",24,Gujarat
Crude,Rural,Treated,Age Category,40-64,Gujarat,79.4,75.2,83.5,"79.4 (75.2, 83.5)",24,Gujarat
Crude,Rural,Controlled,Age Category,40-64,Gujarat,50.9,46.7,55.1,"50.9 (46.7, 55.1)",24,Gujarat
Crude,Rural,Treated,Age Category,65 plus,Gujarat,82.4,77.3,87.5,"82.4 (77.3, 87.5)",24,Gujarat
Crude,Rural,Controlled,Age Category,65 plus,Gujarat,60,53.4,66.5,"60 (53.4, 66.5)",24,Gujarat
Crude,Urban,Treated,Age Category,18-39,Gujarat,72.3,63.2,81.4,"72.3 (63.2, 81.4)",24,Gujarat
Crude,Urban,Controlled,Age Category,18-39,Gujarat,69.4,59.7,79.2,"69.4 (59.7, 79.2)",24,Gujarat
Crude,Urban,Treated,Age Category,40-64,Gujarat,87.6,84.3,90.9,"87.6 (84.3, 90.9)",24,Gujarat
Crude,Urban,Controlled,Age Category,40-64,Gujarat,51.6,46.7,56.5,"51.6 (46.7, 56.5)",24,Gujarat
Crude,Urban,Treated,Age Category,65 plus,Gujarat,91.4,88,94.9,"91.4 (88, 94.9)",24,Gujarat
Crude,Urban,Controlled,Age Category,65 plus,Gujarat,59.5,53.8,65.1,"59.5 (53.8, 65.1)",24,Gujarat
Crude,Rural,Treated,Age Category,18-39,Dadra & Nagar Haveli And Daman & Diu,96.3,88.5,104,"96.3 (88.5, 104)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Controlled,Age Category,18-39,Dadra & Nagar Haveli And Daman & Diu,50.5,8.9,92.1,"50.5 (8.9, 92.1)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Treated,Age Category,40-64,Dadra & Nagar Haveli And Daman & Diu,89.9,74.2,105.6,"89.9 (74.2, 105.6)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Controlled,Age Category,40-64,Dadra & Nagar Haveli And Daman & Diu,44.2,22.9,65.5,"44.2 (22.9, 65.5)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Treated,Age Category,65 plus,Dadra & Nagar Haveli And Daman & Diu,85.6,63.5,107.6,"85.6 (63.5, 107.6)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Controlled,Age Category,65 plus,Dadra & Nagar Haveli And Daman & Diu,72.3,34.3,110.2,"72.3 (34.3, 110.2)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Treated,Age Category,18-39,Dadra & Nagar Haveli And Daman & Diu,76.7,58.1,95.3,"76.7 (58.1, 95.3)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Controlled,Age Category,18-39,Dadra & Nagar Haveli And Daman & Diu,52.6,26.4,78.7,"52.6 (26.4, 78.7)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Treated,Age Category,40-64,Dadra & Nagar Haveli And Daman & Diu,95,88.9,101,"95 (88.9, 101)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Controlled,Age Category,40-64,Dadra & Nagar Haveli And Daman & Diu,39.3,24,54.6,"39.3 (24, 54.6)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Treated,Age Category,65 plus,Dadra & Nagar Haveli And Daman & Diu,91.2,74.9,107.6,"91.2 (74.9, 107.6)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Controlled,Age Category,65 plus,Dadra & Nagar Haveli And Daman & Diu,51.3,28.6,74.1,"51.3 (28.6, 74.1)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Treated,Age Category,18-39,Maharashtra,65.6,56.3,75,"65.6 (56.3, 75)",27,Maharashtra
Crude,Rural,Controlled,Age Category,18-39,Maharashtra,80.2,73.9,86.5,"80.2 (73.9, 86.5)",27,Maharashtra
Crude,Rural,Treated,Age Category,40-64,Maharashtra,85.6,82.7,88.5,"85.6 (82.7, 88.5)",27,Maharashtra
Crude,Rural,Controlled,Age Category,40-64,Maharashtra,56.7,52.9,60.6,"56.7 (52.9, 60.6)",27,Maharashtra
Crude,Rural,Treated,Age Category,65 plus,Maharashtra,87.8,84.7,91,"87.8 (84.7, 91)",27,Maharashtra
Crude,Rural,Controlled,Age Category,65 plus,Maharashtra,61.1,56.4,65.9,"61.1 (56.4, 65.9)",27,Maharashtra
Crude,Urban,Treated,Age Category,18-39,Maharashtra,72.9,61.1,84.8,"72.9 (61.1, 84.8)",27,Maharashtra
Crude,Urban,Controlled,Age Category,18-39,Maharashtra,69.5,59.2,79.8,"69.5 (59.2, 79.8)",27,Maharashtra
Crude,Urban,Treated,Age Category,40-64,Maharashtra,89,85.5,92.4,"89 (85.5, 92.4)",27,Maharashtra
Crude,Urban,Controlled,Age Category,40-64,Maharashtra,56.6,51.2,62.1,"56.6 (51.2, 62.1)",27,Maharashtra
Crude,Urban,Treated,Age Category,65 plus,Maharashtra,92.7,89.6,95.7,"92.7 (89.6, 95.7)",27,Maharashtra
Crude,Urban,Controlled,Age Category,65 plus,Maharashtra,65.7,58.8,72.6,"65.7 (58.8, 72.6)",27,Maharashtra
Crude,Rural,Treated,Age Category,18-39,Andhra Pradesh,72.5,63.5,81.6,"72.5 (63.5, 81.6)",28,Andhra Pradesh
Crude,Rural,Controlled,Age Category,18-39,Andhra Pradesh,57,47.4,66.6,"57 (47.4, 66.6)",28,Andhra Pradesh
Crude,Rural,Treated,Age Category,40-64,Andhra Pradesh,90.2,87.9,92.5,"90.2 (87.9, 92.5)",28,Andhra Pradesh
Crude,Rural,Controlled,Age Category,40-64,Andhra Pradesh,45.8,41.9,49.7,"45.8 (41.9, 49.7)",28,Andhra Pradesh
Crude,Rural,Treated,Age Category,65 plus,Andhra Pradesh,88.5,84.8,92.2,"88.5 (84.8, 92.2)",28,Andhra Pradesh
Crude,Rural,Controlled,Age Category,65 plus,Andhra Pradesh,56,50.8,61.1,"56 (50.8, 61.1)",28,Andhra Pradesh
Crude,Urban,Treated,Age Category,18-39,Andhra Pradesh,73,61.2,84.8,"73 (61.2, 84.8)",28,Andhra Pradesh
Crude,Urban,Controlled,Age Category,18-39,Andhra Pradesh,52.3,39.8,64.7,"52.3 (39.8, 64.7)",28,Andhra Pradesh
Crude,Urban,Treated,Age Category,40-64,Andhra Pradesh,90.5,87.7,93.2,"90.5 (87.7, 93.2)",28,Andhra Pradesh
Crude,Urban,Controlled,Age Category,40-64,Andhra Pradesh,42.4,36.7,48.1,"42.4 (36.7, 48.1)",28,Andhra Pradesh
Crude,Urban,Treated,Age Category,65 plus,Andhra Pradesh,96.3,93.8,98.8,"96.3 (93.8, 98.8)",28,Andhra Pradesh
Crude,Urban,Controlled,Age Category,65 plus,Andhra Pradesh,55.5,47.6,63.4,"55.5 (47.6, 63.4)",28,Andhra Pradesh
Crude,Rural,Treated,Age Category,18-39,Karnataka,57.6,49.6,65.6,"57.6 (49.6, 65.6)",29,Karnataka
Crude,Rural,Controlled,Age Category,18-39,Karnataka,72.6,66.1,79.1,"72.6 (66.1, 79.1)",29,Karnataka
Crude,Rural,Treated,Age Category,40-64,Karnataka,87.7,85.4,90,"87.7 (85.4, 90)",29,Karnataka
Crude,Rural,Controlled,Age Category,40-64,Karnataka,49.5,46,52.9,"49.5 (46, 52.9)",29,Karnataka
Crude,Rural,Treated,Age Category,65 plus,Karnataka,91.4,88.4,94.3,"91.4 (88.4, 94.3)",29,Karnataka
Crude,Rural,Controlled,Age Category,65 plus,Karnataka,54.2,49.1,59.4,"54.2 (49.1, 59.4)",29,Karnataka
Crude,Urban,Treated,Age Category,18-39,Karnataka,71.5,58.1,84.9,"71.5 (58.1, 84.9)",29,Karnataka
Crude,Urban,Controlled,Age Category,18-39,Karnataka,62.8,50,75.5,"62.8 (50, 75.5)",29,Karnataka
Crude,Urban,Treated,Age Category,40-64,Karnataka,92.3,89.6,94.9,"92.3 (89.6, 94.9)",29,Karnataka
Crude,Urban,Controlled,Age Category,40-64,Karnataka,46.7,41.5,52,"46.7 (41.5, 52)",29,Karnataka
Crude,Urban,Treated,Age Category,65 plus,Karnataka,92.8,88.6,97,"92.8 (88.6, 97)",29,Karnataka
Crude,Urban,Controlled,Age Category,65 plus,Karnataka,46.6,39.3,53.9,"46.6 (39.3, 53.9)",29,Karnataka
Crude,Rural,Treated,Age Category,18-39,Goa,35.4,2.9,68,"35.4 (2.9, 68)",30,Goa
Crude,Rural,Controlled,Age Category,18-39,Goa,77.7,47.3,108.2,"77.7 (47.3, 108.2)",30,Goa
Crude,Rural,Treated,Age Category,40-64,Goa,88.4,81,95.8,"88.4 (81, 95.8)",30,Goa
Crude,Rural,Controlled,Age Category,40-64,Goa,50.5,39.1,61.9,"50.5 (39.1, 61.9)",30,Goa
Crude,Rural,Treated,Age Category,65 plus,Goa,96.3,92.3,100.3,"96.3 (92.3, 100.3)",30,Goa
Crude,Rural,Controlled,Age Category,65 plus,Goa,60.2,48.3,72.1,"60.2 (48.3, 72.1)",30,Goa
Crude,Urban,Treated,Age Category,18-39,Goa,72.2,50.1,94.4,"72.2 (50.1, 94.4)",30,Goa
Crude,Urban,Controlled,Age Category,18-39,Goa,69.5,47.9,91.2,"69.5 (47.9, 91.2)",30,Goa
Crude,Urban,Treated,Age Category,40-64,Goa,90.2,83.8,96.6,"90.2 (83.8, 96.6)",30,Goa
Crude,Urban,Controlled,Age Category,40-64,Goa,47.7,38.7,56.7,"47.7 (38.7, 56.7)",30,Goa
Crude,Urban,Treated,Age Category,65 plus,Goa,95.6,91.9,99.3,"95.6 (91.9, 99.3)",30,Goa
Crude,Urban,Controlled,Age Category,65 plus,Goa,50.1,38.4,61.8,"50.1 (38.4, 61.8)",30,Goa
Crude,Rural,Treated,Age Category,18-39,Lakshadweep,30,-18.9,79,"30 (-18.9, 79)",31,Lakshadweep
Crude,Rural,Controlled,Age Category,18-39,Lakshadweep,70,21,118.9,"70 (21, 118.9)",31,Lakshadweep
Crude,Rural,Treated,Age Category,40-64,Lakshadweep,82.3,73.2,91.4,"82.3 (73.2, 91.4)",31,Lakshadweep
Crude,Rural,Controlled,Age Category,40-64,Lakshadweep,45,35.7,54.2,"45 (35.7, 54.2)",31,Lakshadweep
Crude,Rural,Treated,Age Category,65 plus,Lakshadweep,82.8,56.6,109,"82.8 (56.6, 109)",31,Lakshadweep
Crude,Rural,Controlled,Age Category,65 plus,Lakshadweep,58.5,29.8,87.2,"58.5 (29.8, 87.2)",31,Lakshadweep
Crude,Urban,Treated,Age Category,18-39,Lakshadweep,50.2,28,72.3,"50.2 (28, 72.3)",31,Lakshadweep
Crude,Urban,Controlled,Age Category,18-39,Lakshadweep,70.6,53.2,87.9,"70.6 (53.2, 87.9)",31,Lakshadweep
Crude,Urban,Treated,Age Category,40-64,Lakshadweep,85.7,78.3,93,"85.7 (78.3, 93)",31,Lakshadweep
Crude,Urban,Controlled,Age Category,40-64,Lakshadweep,59.1,46.9,71.3,"59.1 (46.9, 71.3)",31,Lakshadweep
Crude,Urban,Treated,Age Category,65 plus,Lakshadweep,86.2,78.2,94.2,"86.2 (78.2, 94.2)",31,Lakshadweep
Crude,Urban,Controlled,Age Category,65 plus,Lakshadweep,56.6,44.3,68.8,"56.6 (44.3, 68.8)",31,Lakshadweep
Crude,Rural,Treated,Age Category,18-39,Kerala,49,41,56.9,"49 (41, 56.9)",32,Kerala
Crude,Rural,Controlled,Age Category,18-39,Kerala,65.7,57.2,74.3,"65.7 (57.2, 74.3)",32,Kerala
Crude,Rural,Treated,Age Category,40-64,Kerala,82.8,80.4,85.3,"82.8 (80.4, 85.3)",32,Kerala
Crude,Rural,Controlled,Age Category,40-64,Kerala,55.8,52.6,59,"55.8 (52.6, 59)",32,Kerala
Crude,Rural,Treated,Age Category,65 plus,Kerala,87.8,85.2,90.4,"87.8 (85.2, 90.4)",32,Kerala
Crude,Rural,Controlled,Age Category,65 plus,Kerala,60.2,56.6,63.9,"60.2 (56.6, 63.9)",32,Kerala
Crude,Urban,Treated,Age Category,18-39,Kerala,60.5,50.8,70.2,"60.5 (50.8, 70.2)",32,Kerala
Crude,Urban,Controlled,Age Category,18-39,Kerala,60.1,49.9,70.3,"60.1 (49.9, 70.3)",32,Kerala
Crude,Urban,Treated,Age Category,40-64,Kerala,83.8,80.5,87.1,"83.8 (80.5, 87.1)",32,Kerala
Crude,Urban,Controlled,Age Category,40-64,Kerala,53.1,49.4,56.9,"53.1 (49.4, 56.9)",32,Kerala
Crude,Urban,Treated,Age Category,65 plus,Kerala,90.5,88,93.1,"90.5 (88, 93.1)",32,Kerala
Crude,Urban,Controlled,Age Category,65 plus,Kerala,58.8,55,62.6,"58.8 (55, 62.6)",32,Kerala
Crude,Rural,Treated,Age Category,18-39,Tamil Nadu,25.9,19.8,32,"25.9 (19.8, 32)",33,Tamil Nadu
Crude,Rural,Controlled,Age Category,18-39,Tamil Nadu,81.4,76.5,86.3,"81.4 (76.5, 86.3)",33,Tamil Nadu
Crude,Rural,Treated,Age Category,40-64,Tamil Nadu,68.7,63.2,74.3,"68.7 (63.2, 74.3)",33,Tamil Nadu
Crude,Rural,Controlled,Age Category,40-64,Tamil Nadu,55.9,52.1,59.8,"55.9 (52.1, 59.8)",33,Tamil Nadu
Crude,Rural,Treated,Age Category,65 plus,Tamil Nadu,75.7,69.9,81.5,"75.7 (69.9, 81.5)",33,Tamil Nadu
Crude,Rural,Controlled,Age Category,65 plus,Tamil Nadu,63.2,59.6,66.8,"63.2 (59.6, 66.8)",33,Tamil Nadu
Crude,Urban,Treated,Age Category,18-39,Tamil Nadu,35.2,26.4,44.1,"35.2 (26.4, 44.1)",33,Tamil Nadu
Crude,Urban,Controlled,Age Category,18-39,Tamil Nadu,76.1,70.1,82.1,"76.1 (70.1, 82.1)",33,Tamil Nadu
Crude,Urban,Treated,Age Category,40-64,Tamil Nadu,78.9,74,83.7,"78.9 (74, 83.7)",33,Tamil Nadu
Crude,Urban,Controlled,Age Category,40-64,Tamil Nadu,49.1,45.6,52.6,"49.1 (45.6, 52.6)",33,Tamil Nadu
Crude,Urban,Treated,Age Category,65 plus,Tamil Nadu,86.2,82,90.3,"86.2 (82, 90.3)",33,Tamil Nadu
Crude,Urban,Controlled,Age Category,65 plus,Tamil Nadu,54.4,50.2,58.5,"54.4 (50.2, 58.5)",33,Tamil Nadu
Crude,Rural,Treated,Age Category,18-39,Puducherry,40.3,9.9,70.7,"40.3 (9.9, 70.7)",34,Puducherry
Crude,Rural,Controlled,Age Category,18-39,Puducherry,59.5,29.7,89.3,"59.5 (29.7, 89.3)",34,Puducherry
Crude,Rural,Treated,Age Category,40-64,Puducherry,87.7,79.4,96,"87.7 (79.4, 96)",34,Puducherry
Crude,Rural,Controlled,Age Category,40-64,Puducherry,44,33.3,54.7,"44 (33.3, 54.7)",34,Puducherry
Crude,Rural,Treated,Age Category,65 plus,Puducherry,96.6,91.9,101.3,"96.6 (91.9, 101.3)",34,Puducherry
Crude,Rural,Controlled,Age Category,65 plus,Puducherry,53,27.2,78.7,"53 (27.2, 78.7)",34,Puducherry
Crude,Urban,Treated,Age Category,18-39,Puducherry,48.7,25.5,72,"48.7 (25.5, 72)",34,Puducherry
Crude,Urban,Controlled,Age Category,18-39,Puducherry,73.5,56.5,90.5,"73.5 (56.5, 90.5)",34,Puducherry
Crude,Urban,Treated,Age Category,40-64,Puducherry,86.2,78.1,94.2,"86.2 (78.1, 94.2)",34,Puducherry
Crude,Urban,Controlled,Age Category,40-64,Puducherry,54.3,45.7,62.8,"54.3 (45.7, 62.8)",34,Puducherry
Crude,Urban,Treated,Age Category,65 plus,Puducherry,92,86.7,97.3,"92 (86.7, 97.3)",34,Puducherry
Crude,Urban,Controlled,Age Category,65 plus,Puducherry,61.3,52.5,70,"61.3 (52.5, 70)",34,Puducherry
Crude,Rural,Treated,Age Category,18-39,Andaman & Nicobar,78.9,62.3,95.5,"78.9 (62.3, 95.5)",35,Andaman & Nicobar Islands
Crude,Rural,Controlled,Age Category,18-39,Andaman & Nicobar,51,30,72,"51 (30, 72)",35,Andaman & Nicobar Islands
Crude,Rural,Treated,Age Category,40-64,Andaman & Nicobar,83.1,76.4,89.8,"83.1 (76.4, 89.8)",35,Andaman & Nicobar Islands
Crude,Rural,Controlled,Age Category,40-64,Andaman & Nicobar,58.9,50.8,67.1,"58.9 (50.8, 67.1)",35,Andaman & Nicobar Islands
Crude,Rural,Treated,Age Category,65 plus,Andaman & Nicobar,98.6,96.3,100.8,"98.6 (96.3, 100.8)",35,Andaman & Nicobar Islands
Crude,Rural,Controlled,Age Category,65 plus,Andaman & Nicobar,52.8,39.3,66.4,"52.8 (39.3, 66.4)",35,Andaman & Nicobar Islands
Crude,Urban,Treated,Age Category,18-39,Andaman & Nicobar,72.7,40.3,105.1,"72.7 (40.3, 105.1)",35,Andaman & Nicobar Islands
Crude,Urban,Controlled,Age Category,18-39,Andaman & Nicobar,72.8,40,105.6,"72.8 (40, 105.6)",35,Andaman & Nicobar Islands
Crude,Urban,Treated,Age Category,40-64,Andaman & Nicobar,93.1,86.8,99.3,"93.1 (86.8, 99.3)",35,Andaman & Nicobar Islands
Crude,Urban,Controlled,Age Category,40-64,Andaman & Nicobar,45,33.8,56.2,"45 (33.8, 56.2)",35,Andaman & Nicobar Islands
Crude,Urban,Treated,Age Category,65 plus,Andaman & Nicobar,100,100,100,"100 (100, 100)",35,Andaman & Nicobar Islands
Crude,Urban,Controlled,Age Category,65 plus,Andaman & Nicobar,56.7,37.7,75.7,"56.7 (37.7, 75.7)",35,Andaman & Nicobar Islands
Crude,Rural,Treated,Age Category,18-39,Telangana,65.1,57.6,72.6,"65.1 (57.6, 72.6)",36,Telangana
Crude,Rural,Controlled,Age Category,18-39,Telangana,67,60,74.1,"67 (60, 74.1)",36,Telangana
Crude,Rural,Treated,Age Category,40-64,Telangana,84.1,81.8,86.5,"84.1 (81.8, 86.5)",36,Telangana
Crude,Rural,Controlled,Age Category,40-64,Telangana,56.1,53.2,59,"56.1 (53.2, 59)",36,Telangana
Crude,Rural,Treated,Age Category,65 plus,Telangana,89.1,86.2,92,"89.1 (86.2, 92)",36,Telangana
Crude,Rural,Controlled,Age Category,65 plus,Telangana,64.8,60.5,69.2,"64.8 (60.5, 69.2)",36,Telangana
Crude,Urban,Treated,Age Category,18-39,Telangana,69.6,58.5,80.6,"69.6 (58.5, 80.6)",36,Telangana
Crude,Urban,Controlled,Age Category,18-39,Telangana,55.1,42.8,67.4,"55.1 (42.8, 67.4)",36,Telangana
Crude,Urban,Treated,Age Category,40-64,Telangana,93.5,91.2,95.7,"93.5 (91.2, 95.7)",36,Telangana
Crude,Urban,Controlled,Age Category,40-64,Telangana,54.4,50,58.9,"54.4 (50, 58.9)",36,Telangana
Crude,Urban,Treated,Age Category,65 plus,Telangana,95.3,92.3,98.3,"95.3 (92.3, 98.3)",36,Telangana
Crude,Urban,Controlled,Age Category,65 plus,Telangana,59.2,52,66.4,"59.2 (52, 66.4)",36,Telangana
Crude,Rural,Treated,Age Category,18-39,Ladakh,14.5,-0.6,29.5,"14.5 (-0.6, 29.5)",37,Ladakh
Crude,Rural,Controlled,Age Category,18-39,Ladakh,96.5,91.7,101.3,"96.5 (91.7, 101.3)",37,Ladakh
Crude,Rural,Treated,Age Category,40-64,Ladakh,36.2,15.5,57,"36.2 (15.5, 57)",37,Ladakh
Crude,Rural,Controlled,Age Category,40-64,Ladakh,84.6,73.6,95.6,"84.6 (73.6, 95.6)",37,Ladakh
Crude,Rural,Treated,Age Category,65 plus,Ladakh,45.9,25.3,66.5,"45.9 (25.3, 66.5)",37,Ladakh
Crude,Rural,Controlled,Age Category,65 plus,Ladakh,82.2,66.6,97.8,"82.2 (66.6, 97.8)",37,Ladakh
Crude,Urban,Treated,Age Category,18-39,Ladakh,8.6,-3.8,21,"8.6 (-3.8, 21)",37,Ladakh
Crude,Urban,Controlled,Age Category,18-39,Ladakh,100,100,100,"100 (100, 100)",37,Ladakh
Crude,Urban,Treated,Age Category,40-64,Ladakh,28.1,1.4,54.7,"28.1 (1.4, 54.7)",37,Ladakh
Crude,Urban,Controlled,Age Category,40-64,Ladakh,87.9,74.2,101.6,"87.9 (74.2, 101.6)",37,Ladakh
Crude,Urban,Treated,Age Category,65 plus,Ladakh,30.2,-1,61.5,"30.2 (-1, 61.5)",37,Ladakh
Crude,Urban,Controlled,Age Category,65 plus,Ladakh,80.7,61.2,100.1,"80.7 (61.2, 100.1)",37,Ladakh
Crude,Rural,Treated,Schooling,Higher,Jammu & Kashmir,39.1,27,51.1,"39.1 (27, 51.1)",1,Jammu & Kashmir
Crude,Rural,Controlled,Schooling,Higher,Jammu & Kashmir,86.9,79.2,94.6,"86.9 (79.2, 94.6)",1,Jammu & Kashmir
Crude,Rural,Treated,Schooling,No education,Jammu & Kashmir,64.2,58.1,70.3,"64.2 (58.1, 70.3)",1,Jammu & Kashmir
Crude,Rural,Controlled,Schooling,No education,Jammu & Kashmir,78.3,73.8,82.9,"78.3 (73.8, 82.9)",1,Jammu & Kashmir
Crude,Rural,Treated,Schooling,Primary,Jammu & Kashmir,51.3,39.8,62.8,"51.3 (39.8, 62.8)",1,Jammu & Kashmir
Crude,Rural,Controlled,Schooling,Primary,Jammu & Kashmir,84.4,77.5,91.3,"84.4 (77.5, 91.3)",1,Jammu & Kashmir
Crude,Rural,Treated,Schooling,Secondary,Jammu & Kashmir,54.1,46.4,61.8,"54.1 (46.4, 61.8)",1,Jammu & Kashmir
Crude,Rural,Controlled,Schooling,Secondary,Jammu & Kashmir,81.4,76.2,86.5,"81.4 (76.2, 86.5)",1,Jammu & Kashmir
Crude,Urban,Treated,Schooling,Higher,Jammu & Kashmir,57.7,46,69.5,"57.7 (46, 69.5)",1,Jammu & Kashmir
Crude,Urban,Controlled,Schooling,Higher,Jammu & Kashmir,80.6,71,90.1,"80.6 (71, 90.1)",1,Jammu & Kashmir
Crude,Urban,Treated,Schooling,No education,Jammu & Kashmir,66.8,55.3,78.4,"66.8 (55.3, 78.4)",1,Jammu & Kashmir
Crude,Urban,Controlled,Schooling,No education,Jammu & Kashmir,70.8,62,79.6,"70.8 (62, 79.6)",1,Jammu & Kashmir
Crude,Urban,Treated,Schooling,Primary,Jammu & Kashmir,63.7,38.2,89.1,"63.7 (38.2, 89.1)",1,Jammu & Kashmir
Crude,Urban,Controlled,Schooling,Primary,Jammu & Kashmir,63.6,43.4,83.7,"63.6 (43.4, 83.7)",1,Jammu & Kashmir
Crude,Urban,Treated,Schooling,Secondary,Jammu & Kashmir,62.1,53,71.2,"62.1 (53, 71.2)",1,Jammu & Kashmir
Crude,Urban,Controlled,Schooling,Secondary,Jammu & Kashmir,79.5,71,88,"79.5 (71, 88)",1,Jammu & Kashmir
Crude,Rural,Treated,Schooling,Higher,Himachal Pradesh,51.3,38.6,63.9,"51.3 (38.6, 63.9)",2,Himachal Pradesh
Crude,Rural,Controlled,Schooling,Higher,Himachal Pradesh,65.6,53.8,77.4,"65.6 (53.8, 77.4)",2,Himachal Pradesh
Crude,Rural,Treated,Schooling,No education,Himachal Pradesh,66.8,57.6,76.1,"66.8 (57.6, 76.1)",2,Himachal Pradesh
Crude,Rural,Controlled,Schooling,No education,Himachal Pradesh,64.9,57.1,72.7,"64.9 (57.1, 72.7)",2,Himachal Pradesh
Crude,Rural,Treated,Schooling,Primary,Himachal Pradesh,68.1,58.3,77.9,"68.1 (58.3, 77.9)",2,Himachal Pradesh
Crude,Rural,Controlled,Schooling,Primary,Himachal Pradesh,52.3,44,60.6,"52.3 (44, 60.6)",2,Himachal Pradesh
Crude,Rural,Treated,Schooling,Secondary,Himachal Pradesh,60.8,54.5,67.1,"60.8 (54.5, 67.1)",2,Himachal Pradesh
