Level1,Level2,Level3,REGNAME,REGCODE,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Crude,Diagnosed,Total,Longleng,268,78,60.1,95.9,"78 (60.1, 95.9)",13,Nagaland
Crude,Diagnosed,Total,Kiphire,269,79,59.8,98.3,"79 (59.8, 98.3)",13,Nagaland
Crude,Diagnosed,Total,Kohima,270,80.7,67.3,94.1,"80.7 (67.3, 94.1)",13,Nagaland
Crude,Diagnosed,Total,Peren,271,82.1,73.3,90.8,"82.1 (73.3, 90.8)",13,Nagaland
Crude,Diagnosed,Total,Senapati,272,64,52.4,75.7,"64 (52.4, 75.7)",14,Manipur
Crude,Diagnosed,Total,Tamenglong,273,63.6,49.9,77.4,"63.6 (49.9, 77.4)",14,Manipur
Crude,Diagnosed,Total,Churachandpur,274,81.6,71.5,91.6,"81.6 (71.5, 91.6)",14,Manipur
Crude,Diagnosed,Total,Bishnupur,275,78,72.9,83,"78 (72.9, 83)",14,Manipur
Crude,Diagnosed,Total,Thoubal,276,79.6,71.8,87.4,"79.6 (71.8, 87.4)",14,Manipur
Crude,Diagnosed,Total,Imphal West,277,81.7,76.7,86.8,"81.7 (76.7, 86.8)",14,Manipur
Crude,Diagnosed,Total,Imphal East,278,76,69.7,82.3,"76 (69.7, 82.3)",14,Manipur
Crude,Diagnosed,Total,Ukhrul,279,75.2,64.8,85.7,"75.2 (64.8, 85.7)",14,Manipur
Crude,Diagnosed,Total,Chandel,280,81.7,73.8,89.5,"81.7 (73.8, 89.5)",14,Manipur
Crude,Diagnosed,Total,Mamit,281,84.5,77.8,91.1,"84.5 (77.8, 91.1)",15,Mizoram
Crude,Diagnosed,Total,Kolasib,282,86.3,79.6,92.9,"86.3 (79.6, 92.9)",15,Mizoram
Crude,Diagnosed,Total,Aizawl,283,94.9,91.8,98,"94.9 (91.8, 98)",15,Mizoram
Crude,Diagnosed,Total,Champhai,284,70.8,60.8,80.8,"70.8 (60.8, 80.8)",15,Mizoram
Crude,Diagnosed,Total,Serchhip,285,85.3,78.9,91.8,"85.3 (78.9, 91.8)",15,Mizoram
Crude,Diagnosed,Total,Lunglei,286,75.2,63.7,86.8,"75.2 (63.7, 86.8)",15,Mizoram
Crude,Diagnosed,Total,Lawngtlai,287,74.6,63.5,85.8,"74.6 (63.5, 85.8)",15,Mizoram
Crude,Diagnosed,Total,Saiha,288,82.3,71.8,92.8,"82.3 (71.8, 92.8)",15,Mizoram
Crude,Diagnosed,Total,Dhalai,291,57.1,42.7,71.4,"57.1 (42.7, 71.4)",16,Tripura
Crude,Diagnosed,Total,South Garo Hills,295,69.1,44.6,93.6,"69.1 (44.6, 93.6)",17,Meghalaya
Crude,Diagnosed,Total,Ribhoi,297,69.9,56.4,83.4,"69.9 (56.4, 83.4)",17,Meghalaya
Crude,Diagnosed,Total,East Khasi Hills,298,78.8,67.2,90.5,"78.8 (67.2, 90.5)",17,Meghalaya
Crude,Diagnosed,Total,Kokrajhar,300,81.3,68.7,93.9,"81.3 (68.7, 93.9)",18,Assam
Crude,Diagnosed,Total,Goalpara,302,89.3,82.1,96.6,"89.3 (82.1, 96.6)",18,Assam
Crude,Diagnosed,Total,Barpeta,303,73.6,64.1,83.1,"73.6 (64.1, 83.1)",18,Assam
Crude,Diagnosed,Total,Morigaon,304,64.8,51.4,78.1,"64.8 (51.4, 78.1)",18,Assam
Crude,Diagnosed,Total,Lakhimpur,307,86.4,77,95.8,"86.4 (77, 95.8)",18,Assam
Crude,Diagnosed,Total,Dhemaji,308,62.4,50.1,74.8,"62.4 (50.1, 74.8)",18,Assam
Crude,Diagnosed,Total,Tinsukia,309,71.8,60.4,83.3,"71.8 (60.4, 83.3)",18,Assam
Crude,Diagnosed,Total,Dibrugarh,310,73.8,65.2,82.4,"73.8 (65.2, 82.4)",18,Assam
Crude,Diagnosed,Total,Golaghat,313,80.5,71.6,89.5,"80.5 (71.6, 89.5)",18,Assam
Crude,Diagnosed,Total,Dima Hasao,315,87.6,78,97.1,"87.6 (78, 97.1)",18,Assam
Crude,Diagnosed,Total,Cachar,316,78.3,68.1,88.4,"78.3 (68.1, 88.4)",18,Assam
Crude,Diagnosed,Total,Karimganj,317,79,69.7,88.4,"79 (69.7, 88.4)",18,Assam
Crude,Diagnosed,Total,Hailakandi,318,78.2,68.7,87.7,"78.2 (68.7, 87.7)",18,Assam
Crude,Diagnosed,Total,Bongaigaon,319,79.6,70.3,89,"79.6 (70.3, 89)",18,Assam
Crude,Diagnosed,Total,Chirang,320,83.4,70.3,96.5,"83.4 (70.3, 96.5)",18,Assam
Crude,Diagnosed,Total,Kamrup,321,78,69.8,86.2,"78 (69.8, 86.2)",18,Assam
Crude,Diagnosed,Total,Kamrup Metropolitan,322,82,72.9,91,"82 (72.9, 91)",18,Assam
Crude,Diagnosed,Total,Nalbari,323,74.4,66.7,82.1,"74.4 (66.7, 82.1)",18,Assam
Crude,Diagnosed,Total,Baksa,324,70.2,58.4,82,"70.2 (58.4, 82)",18,Assam
Crude,Diagnosed,Total,Darrang,325,75.2,65.8,84.7,"75.2 (65.8, 84.7)",18,Assam
Crude,Diagnosed,Total,Udalguri,326,79.9,70.7,89,"79.9 (70.7, 89)",18,Assam
Crude,Diagnosed,Total,Darjiling,327,74.4,64.3,84.4,"74.4 (64.3, 84.4)",19,West Bengal
Crude,Diagnosed,Total,Jalpaiguri,328,76.3,65.2,87.4,"76.3 (65.2, 87.4)",19,West Bengal
Crude,Diagnosed,Total,Koch Bihar,329,60.7,50.8,70.6,"60.7 (50.8, 70.6)",19,West Bengal
Crude,Diagnosed,Total,Uttar Dinajpur,330,70.4,59.1,81.7,"70.4 (59.1, 81.7)",19,West Bengal
Crude,Diagnosed,Total,Dakshin Dinajpur,331,59.3,42.3,76.4,"59.3 (42.3, 76.4)",19,West Bengal
Crude,Diagnosed,Total,Maldah,332,55,41.8,68.3,"55 (41.8, 68.3)",19,West Bengal
Crude,Diagnosed,Total,Murshidabad,333,62.6,52,73.1,"62.6 (52, 73.1)",19,West Bengal
Crude,Diagnosed,Total,Birbhum,334,69.8,60.4,79.3,"69.8 (60.4, 79.3)",19,West Bengal
Crude,Diagnosed,Total,Nadia,336,68.1,57,79.2,"68.1 (57, 79.2)",19,West Bengal
Crude,Diagnosed,Total,North Twenty Four Parganas,337,60.1,48.4,71.7,"60.1 (48.4, 71.7)",19,West Bengal
Crude,Diagnosed,Total,Hugli,338,73.8,65.7,81.9,"73.8 (65.7, 81.9)",19,West Bengal
Crude,Diagnosed,Total,Bankura,339,64.6,52.8,76.5,"64.6 (52.8, 76.5)",19,West Bengal
Crude,Diagnosed,Total,Puruliya,340,64.3,55.5,73,"64.3 (55.5, 73)",19,West Bengal
Crude,Diagnosed,Total,Haora,341,72.6,62.5,82.7,"72.6 (62.5, 82.7)",19,West Bengal
Crude,Diagnosed,Total,Kolkata,342,88.9,82.8,95,"88.9 (82.8, 95)",19,West Bengal
Crude,Diagnosed,Total,South Twenty Four Parganas,343,76.9,69.5,84.3,"76.9 (69.5, 84.3)",19,West Bengal
Crude,Diagnosed,Total,Paschim Medinipur,344,66.4,53.3,79.4,"66.4 (53.3, 79.4)",19,West Bengal
Crude,Diagnosed,Total,Purba Medinipur,345,63.4,54.6,72.2,"63.4 (54.6, 72.2)",19,West Bengal
Crude,Diagnosed,Total,Garhwa,346,57.4,48.1,66.8,"57.4 (48.1, 66.8)",20,Jharkhand
Crude,Diagnosed,Total,Chatra,347,60.8,50,71.5,"60.8 (50, 71.5)",20,Jharkhand
Crude,Diagnosed,Total,Kodarma,348,72.9,61,84.9,"72.9 (61, 84.9)",20,Jharkhand
Crude,Diagnosed,Total,Giridih,349,78.6,68.7,88.5,"78.6 (68.7, 88.5)",20,Jharkhand
Crude,Diagnosed,Total,Deoghar,350,72.7,62.5,82.9,"72.7 (62.5, 82.9)",20,Jharkhand
Crude,Diagnosed,Total,Godda,351,50.6,36.9,64.2,"50.6 (36.9, 64.2)",20,Jharkhand
Crude,Diagnosed,Total,Sahibganj,352,67.6,56.1,79.1,"67.6 (56.1, 79.1)",20,Jharkhand
Crude,Diagnosed,Total,Pakur,353,49.7,36.4,63.1,"49.7 (36.4, 63.1)",20,Jharkhand
Crude,Diagnosed,Total,Dhanbad,354,73.1,63.2,82.9,"73.1 (63.2, 82.9)",20,Jharkhand
Crude,Diagnosed,Total,Bokaro,355,77.5,68.8,86.2,"77.5 (68.8, 86.2)",20,Jharkhand
Crude,Diagnosed,Total,Lohardaga,356,86.2,79.3,93.1,"86.2 (79.3, 93.1)",20,Jharkhand
Crude,Diagnosed,Total,Purbi Singhbhum,357,74.3,64.2,84.4,"74.3 (64.2, 84.4)",20,Jharkhand
Crude,Diagnosed,Total,Palamu,358,67.4,55.2,79.7,"67.4 (55.2, 79.7)",20,Jharkhand
Crude,Diagnosed,Total,Latehar,359,71.3,57.3,85.3,"71.3 (57.3, 85.3)",20,Jharkhand
Crude,Diagnosed,Total,Hazaribagh,360,70.2,57.7,82.7,"70.2 (57.7, 82.7)",20,Jharkhand
Crude,Diagnosed,Total,Ramgarh,361,84.6,77.6,91.7,"84.6 (77.6, 91.7)",20,Jharkhand
Crude,Diagnosed,Total,Dumka,362,75,61.5,88.5,"75 (61.5, 88.5)",20,Jharkhand
Crude,Diagnosed,Total,Jamtara,363,82.8,72.4,93.2,"82.8 (72.4, 93.2)",20,Jharkhand
Crude,Diagnosed,Total,Ranchi,364,78.4,69,87.9,"78.4 (69, 87.9)",20,Jharkhand
Crude,Diagnosed,Total,Khunti,365,77.3,57.2,97.4,"77.3 (57.2, 97.4)",20,Jharkhand
Crude,Diagnosed,Total,Gumla,366,94.2,88.4,100.1,"94.2 (88.4, 100.1)",20,Jharkhand
Crude,Diagnosed,Total,Simdega,367,73,53.2,92.9,"73 (53.2, 92.9)",20,Jharkhand
Crude,Diagnosed,Total,Pashchimi Singhbhum,368,82.8,68,97.6,"82.8 (68, 97.6)",20,Jharkhand
Crude,Diagnosed,Total,Saraikela-Kharsawan,369,94.6,90,99.2,"94.6 (90, 99.2)",20,Jharkhand
Crude,Diagnosed,Total,Bargarh,370,57.3,47.4,67.1,"57.3 (47.4, 67.1)",21,Odisha
Crude,Diagnosed,Total,Jharsuguda,371,66.5,57.4,75.6,"66.5 (57.4, 75.6)",21,Odisha
Crude,Diagnosed,Total,Sambalpur,372,82.6,76.2,89.1,"82.6 (76.2, 89.1)",21,Odisha
Crude,Diagnosed,Total,Debagarh,373,68.4,56.3,80.6,"68.4 (56.3, 80.6)",21,Odisha
Crude,Diagnosed,Total,Sundargarh,374,80,72,88,"80 (72, 88)",21,Odisha
Crude,Diagnosed,Total,Kendujhar,375,75.4,64.6,86.1,"75.4 (64.6, 86.1)",21,Odisha
Crude,Diagnosed,Total,Mayurbhanj,376,70.3,59.6,81,"70.3 (59.6, 81)",21,Odisha
Crude,Diagnosed,Total,Baleshwar,377,72.3,59.3,85.3,"72.3 (59.3, 85.3)",21,Odisha
Crude,Diagnosed,Total,Bhadrak,378,69.8,59.8,79.9,"69.8 (59.8, 79.9)",21,Odisha
Crude,Diagnosed,Total,Kendrapara,379,81.1,74.6,87.6,"81.1 (74.6, 87.6)",21,Odisha
Crude,Diagnosed,Total,Jagatsinghapur,380,86.9,81,92.9,"86.9 (81, 92.9)",21,Odisha
Crude,Diagnosed,Total,Cuttack,381,84.4,77.3,91.5,"84.4 (77.3, 91.5)",21,Odisha
Crude,Diagnosed,Total,Jajapur,382,77.9,69.8,85.9,"77.9 (69.8, 85.9)",21,Odisha
Crude,Diagnosed,Total,Dhenkanal,383,64,55.6,72.4,"64 (55.6, 72.4)",21,Odisha
Crude,Diagnosed,Total,Anugul,384,86.7,79,94.5,"86.7 (79, 94.5)",21,Odisha
Crude,Diagnosed,Total,Nayagarh,385,62.4,54.2,70.5,"62.4 (54.2, 70.5)",21,Odisha
Crude,Diagnosed,Total,Khordha,386,71.4,62.6,80.1,"71.4 (62.6, 80.1)",21,Odisha
Crude,Diagnosed,Total,Puri,387,72.2,64.6,79.8,"72.2 (64.6, 79.8)",21,Odisha
Crude,Diagnosed,Total,Ganjam,388,63.2,52,74.3,"63.2 (52, 74.3)",21,Odisha
Crude,Diagnosed,Total,Gajapati,389,64.5,50.3,78.7,"64.5 (50.3, 78.7)",21,Odisha
Crude,Diagnosed,Total,Kandhamal,390,58,46.3,69.8,"58 (46.3, 69.8)",21,Odisha
Crude,Diagnosed,Total,Baudh,391,61.5,46.5,76.4,"61.5 (46.5, 76.4)",21,Odisha
Crude,Diagnosed,Total,Subarnapur,392,64.5,51.5,77.5,"64.5 (51.5, 77.5)",21,Odisha
Crude,Diagnosed,Total,Balangir,393,66.1,54.4,77.8,"66.1 (54.4, 77.8)",21,Odisha
Crude,Diagnosed,Total,Nuapada,394,54.4,39.1,69.8,"54.4 (39.1, 69.8)",21,Odisha
Crude,Diagnosed,Total,Kalahandi,395,48.7,35.4,62,"48.7 (35.4, 62)",21,Odisha
Crude,Diagnosed,Total,Rayagada,396,54.3,43.3,65.4,"54.3 (43.3, 65.4)",21,Odisha
Crude,Diagnosed,Total,Nabarangapur,397,59,47,71.1,"59 (47, 71.1)",21,Odisha
Crude,Diagnosed,Total,Koraput,398,60.1,46.6,73.5,"60.1 (46.6, 73.5)",21,Odisha
Crude,Diagnosed,Total,Malkangiri,399,80.4,71.5,89.3,"80.4 (71.5, 89.3)",21,Odisha
Crude,Diagnosed,Total,Koriya,400,56.7,45.1,68.2,"56.7 (45.1, 68.2)",22,Chhattisgarh
Crude,Diagnosed,Total,Jashpur,402,59.9,46,73.9,"59.9 (46, 73.9)",22,Chhattisgarh
Crude,Diagnosed,Total,Raigarh,403,68.5,54.5,82.4,"68.5 (54.5, 82.4)",22,Chhattisgarh
Crude,Diagnosed,Total,Korba,404,92.3,86,98.5,"92.3 (86, 98.5)",22,Chhattisgarh
Crude,Diagnosed,Total,Janjgir-Champa,405,85.4,76.1,94.7,"85.4 (76.1, 94.7)",22,Chhattisgarh
Crude,Diagnosed,Total,Kabeerdham,407,70.6,58.8,82.4,"70.6 (58.8, 82.4)",22,Chhattisgarh
Crude,Diagnosed,Total,Rajnandgaon,408,57.5,40.7,74.3,"57.5 (40.7, 74.3)",22,Chhattisgarh
Crude,Diagnosed,Total,Mahasamund,411,62.1,50,74.1,"62.1 (50, 74.1)",22,Chhattisgarh
Crude,Diagnosed,Total,Dhamtari,412,70.6,51.3,89.9,"70.6 (51.3, 89.9)",22,Chhattisgarh
Crude,Diagnosed,Total,Uttar Bastar Kanker,413,66.7,55,78.4,"66.7 (55, 78.4)",22,Chhattisgarh
Crude,Diagnosed,Total,Narayanpur,415,32.5,21.8,43.2,"32.5 (21.8, 43.2)",22,Chhattisgarh
Crude,Diagnosed,Total,Bijapur,417,34.3,18.9,49.6,"34.3 (18.9, 49.6)",22,Chhattisgarh
Crude,Diagnosed,Total,Sheopur,418,65.9,45.4,86.4,"65.9 (45.4, 86.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Morena,419,58.3,46.9,69.7,"58.3 (46.9, 69.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Bhind,420,61.1,45.2,76.9,"61.1 (45.2, 76.9)",23,Madhya Pradesh
Crude,Diagnosed,Total,Gwalior,421,71.1,58.6,83.7,"71.1 (58.6, 83.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Datia,422,57.9,46.4,69.4,"57.9 (46.4, 69.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Shivpuri,423,57.4,35.2,79.7,"57.4 (35.2, 79.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Tikamgarh,424,56.7,39.1,74.3,"56.7 (39.1, 74.3)",23,Madhya Pradesh
Crude,Diagnosed,Total,Chhatarpur,425,61.8,48.6,75,"61.8 (48.6, 75)",23,Madhya Pradesh
Crude,Diagnosed,Total,Panna,426,62.8,48.5,77.1,"62.8 (48.5, 77.1)",23,Madhya Pradesh
Crude,Diagnosed,Total,Sagar,427,72.1,60.5,83.7,"72.1 (60.5, 83.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Damoh,428,84.2,72.4,96.1,"84.2 (72.4, 96.1)",23,Madhya Pradesh
Crude,Diagnosed,Total,Satna,429,74.4,62.1,86.7,"74.4 (62.1, 86.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Rewa,430,58.2,46.4,69.9,"58.2 (46.4, 69.9)",23,Madhya Pradesh
Crude,Diagnosed,Total,Umaria,431,74.4,62.4,86.4,"74.4 (62.4, 86.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Neemuch,432,65.9,53.1,78.6,"65.9 (53.1, 78.6)",23,Madhya Pradesh
Crude,Diagnosed,Total,Mandsaur,433,67.6,55.3,79.9,"67.6 (55.3, 79.9)",23,Madhya Pradesh
Crude,Diagnosed,Total,Ratlam,434,48.1,33,63.3,"48.1 (33, 63.3)",23,Madhya Pradesh
Crude,Diagnosed,Total,Ujjain,435,79,69.9,88.2,"79 (69.9, 88.2)",23,Madhya Pradesh
Crude,Diagnosed,Total,Dewas,437,78.8,70,87.6,"78.8 (70, 87.6)",23,Madhya Pradesh
Crude,Diagnosed,Total,Dhar,438,81.6,65.5,97.8,"81.6 (65.5, 97.8)",23,Madhya Pradesh
Crude,Diagnosed,Total,Indore,439,76.9,69.5,84.3,"76.9 (69.5, 84.3)",23,Madhya Pradesh
Crude,Diagnosed,Total,Khargone (West Nimar),440,81.3,67,95.6,"81.3 (67, 95.6)",23,Madhya Pradesh
Crude,Diagnosed,Total,Barwani,441,70,55.6,84.3,"70 (55.6, 84.3)",23,Madhya Pradesh
Crude,Diagnosed,Total,Rajgarh,442,85.7,79.1,92.3,"85.7 (79.1, 92.3)",23,Madhya Pradesh
Crude,Diagnosed,Total,Vidisha,443,61.6,46.2,76.9,"61.6 (46.2, 76.9)",23,Madhya Pradesh
Crude,Diagnosed,Total,Bhopal,444,76.2,62.2,90.1,"76.2 (62.2, 90.1)",23,Madhya Pradesh
Crude,Diagnosed,Total,Sehore,445,82.8,73.9,91.7,"82.8 (73.9, 91.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Raisen,446,92.5,83.2,101.9,"92.5 (83.2, 101.9)",23,Madhya Pradesh
Crude,Diagnosed,Total,Betul,447,80.1,70.2,90.1,"80.1 (70.2, 90.1)",23,Madhya Pradesh
Crude,Diagnosed,Total,Harda,448,71.9,63.3,80.5,"71.9 (63.3, 80.5)",23,Madhya Pradesh
Crude,Diagnosed,Total,Hoshangabad,449,77,68.7,85.4,"77 (68.7, 85.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Katni,450,44.2,24.7,63.8,"44.2 (24.7, 63.8)",23,Madhya Pradesh
Crude,Diagnosed,Total,Jabalpur,451,54.4,31.8,77,"54.4 (31.8, 77)",23,Madhya Pradesh
Crude,Diagnosed,Total,Narsimhapur,452,73.6,67.6,79.6,"73.6 (67.6, 79.6)",23,Madhya Pradesh
Crude,Diagnosed,Total,Dindori,453,36.1,26.9,45.2,"36.1 (26.9, 45.2)",23,Madhya Pradesh
Crude,Diagnosed,Total,Mandla,454,57.7,44.6,70.8,"57.7 (44.6, 70.8)",23,Madhya Pradesh
Crude,Diagnosed,Total,Chhindwara,455,67.8,57.2,78.4,"67.8 (57.2, 78.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Seoni,456,66.5,55.6,77.4,"66.5 (55.6, 77.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Balaghat,457,35.4,20.2,50.6,"35.4 (20.2, 50.6)",23,Madhya Pradesh
Crude,Diagnosed,Total,Guna,458,68.4,55.3,81.5,"68.4 (55.3, 81.5)",23,Madhya Pradesh
Crude,Diagnosed,Total,Ashoknagar,459,43.9,29.7,58.2,"43.9 (29.7, 58.2)",23,Madhya Pradesh
Crude,Diagnosed,Total,Shahdol,460,40.9,24.6,57.1,"40.9 (24.6, 57.1)",23,Madhya Pradesh
Crude,Diagnosed,Total,Anuppur,461,52.1,40.3,63.9,"52.1 (40.3, 63.9)",23,Madhya Pradesh
Crude,Diagnosed,Total,Sidhi,462,69.7,55.5,83.8,"69.7 (55.5, 83.8)",23,Madhya Pradesh
Crude,Diagnosed,Total,Singrauli,463,31.2,14.9,47.4,"31.2 (14.9, 47.4)",23,Madhya Pradesh
Crude,Diagnosed,Total,Jhabua,464,35.5,20.2,50.8,"35.5 (20.2, 50.8)",23,Madhya Pradesh
Crude,Diagnosed,Total,Alirajpur,465,63.5,42.6,84.5,"63.5 (42.6, 84.5)",23,Madhya Pradesh
Crude,Diagnosed,Total,Khandwa (East Nimar),466,63.4,42.1,84.7,"63.4 (42.1, 84.7)",23,Madhya Pradesh
Crude,Diagnosed,Total,Burhanpur,467,86.8,77.8,95.8,"86.8 (77.8, 95.8)",23,Madhya Pradesh
Crude,Diagnosed,Total,Kachchh,468,70.3,60.4,80.2,"70.3 (60.4, 80.2)",24,Gujarat
Crude,Diagnosed,Total,Banas Kantha,469,64.3,52.3,76.3,"64.3 (52.3, 76.3)",24,Gujarat
Crude,Diagnosed,Total,Patan,470,72.4,64.1,80.7,"72.4 (64.1, 80.7)",24,Gujarat
Crude,Diagnosed,Total,Mahesana,471,61.3,49.9,72.7,"61.3 (49.9, 72.7)",24,Gujarat
Crude,Diagnosed,Total,Gandhinagar,473,59.5,48.4,70.5,"59.5 (48.4, 70.5)",24,Gujarat
Crude,Diagnosed,Total,Porbandar,478,83,75.6,90.4,"83 (75.6, 90.4)",24,Gujarat
Crude,Diagnosed,Total,Amreli,480,64.4,54.2,74.6,"64.4 (54.2, 74.6)",24,Gujarat
Crude,Diagnosed,Total,Anand,482,68.6,58,79.2,"68.6 (58, 79.2)",24,Gujarat
Crude,Diagnosed,Total,Dohad,485,59,41.4,76.5,"59 (41.4, 76.5)",24,Gujarat
Crude,Diagnosed,Total,Narmada,487,55.2,41.2,69.2,"55.2 (41.2, 69.2)",24,Gujarat
Crude,Diagnosed,Total,Bharuch,488,55.2,47.4,63,"55.2 (47.4, 63)",24,Gujarat
Crude,Diagnosed,Total,The Dangs,489,52.5,34,71,"52.5 (34, 71)",24,Gujarat
Crude,Diagnosed,Total,Navsari,490,66,56.1,76,"66 (56.1, 76)",24,Gujarat
Crude,Diagnosed,Total,Valsad,491,56.2,44.6,67.9,"56.2 (44.6, 67.9)",24,Gujarat
Crude,Diagnosed,Total,Surat,492,73.5,64.1,82.9,"73.5 (64.1, 82.9)",24,Gujarat
Crude,Diagnosed,Total,Tapi,493,48.2,34,62.3,"48.2 (34, 62.3)",24,Gujarat
Crude,Diagnosed,Total,Diu,494,85.3,78.9,91.6,"85.3 (78.9, 91.6)",25,Dadra & Nagar Haveli & Daman & Diu
Crude,Diagnosed,Total,Daman,495,50.2,37.9,62.4,"50.2 (37.9, 62.4)",25,Dadra & Nagar Haveli & Daman & Diu
Crude,Diagnosed,Total,Dadra & Nagar Haveli,496,50.7,38.5,62.9,"50.7 (38.5, 62.9)",25,Dadra & Nagar Haveli & Daman & Diu
Crude,Diagnosed,Total,Nandurbar,497,67.7,55.7,79.7,"67.7 (55.7, 79.7)",27,Maharashtra
Crude,Diagnosed,Total,Dhule,498,80.3,72.7,88,"80.3 (72.7, 88)",27,Maharashtra
Crude,Diagnosed,Total,Jalgaon,499,64.5,54.4,74.7,"64.5 (54.4, 74.7)",27,Maharashtra
Crude,Diagnosed,Total,Buldana,500,78.7,66.2,91.3,"78.7 (66.2, 91.3)",27,Maharashtra
Crude,Diagnosed,Total,Akola,501,74.7,64.5,84.8,"74.7 (64.5, 84.8)",27,Maharashtra
Crude,Diagnosed,Total,Washim,502,82.9,75.7,90.1,"82.9 (75.7, 90.1)",27,Maharashtra
Crude,Diagnosed,Total,Amravati,503,66.7,57.3,76,"66.7 (57.3, 76)",27,Maharashtra
Crude,Diagnosed,Total,Wardha,504,57.5,43.8,71.1,"57.5 (43.8, 71.1)",27,Maharashtra
Crude,Diagnosed,Total,Nagpur,505,85.2,77.2,93.2,"85.2 (77.2, 93.2)",27,Maharashtra
Crude,Diagnosed,Total,Bhandara,506,80.5,72,89,"80.5 (72, 89)",27,Maharashtra
Crude,Diagnosed,Total,Gondiya,507,74.5,64.5,84.5,"74.5 (64.5, 84.5)",27,Maharashtra
Crude,Diagnosed,Total,Gadchiroli,508,75.8,63.9,87.8,"75.8 (63.9, 87.8)",27,Maharashtra
Crude,Diagnosed,Total,Chandrapur,509,81,72.5,89.6,"81 (72.5, 89.6)",27,Maharashtra
Crude,Diagnosed,Total,Yavatmal,510,67.1,57.8,76.4,"67.1 (57.8, 76.4)",27,Maharashtra
Crude,Diagnosed,Total,Nanded,511,60.7,50,71.3,"60.7 (50, 71.3)",27,Maharashtra
Crude,Diagnosed,Total,Hingoli,512,67.7,57.5,77.9,"67.7 (57.5, 77.9)",27,Maharashtra
Crude,Diagnosed,Total,Parbhani,513,77.1,68,86.1,"77.1 (68, 86.1)",27,Maharashtra
Crude,Diagnosed,Total,Jalna,514,71,59.9,82.1,"71 (59.9, 82.1)",27,Maharashtra
Crude,Diagnosed,Total,Aurangabad,515,70,59.5,80.5,"70 (59.5, 80.5)",27,Maharashtra
Crude,Diagnosed,Total,Nashik,516,71.3,63,79.5,"71.3 (63, 79.5)",27,Maharashtra
Crude,Diagnosed,Total,Mumbai Suburban,518,81.7,71.3,92.1,"81.7 (71.3, 92.1)",27,Maharashtra
Crude,Diagnosed,Total,Mumbai,519,83.5,75.2,91.8,"83.5 (75.2, 91.8)",27,Maharashtra
Crude,Diagnosed,Total,Raigarh,520,76.4,68.7,84,"76.4 (68.7, 84)",27,Maharashtra
Crude,Diagnosed,Total,Pune,521,75.2,65.8,84.6,"75.2 (65.8, 84.6)",27,Maharashtra
Crude,Diagnosed,Total,Ahmadnagar,522,77,67.6,86.3,"77 (67.6, 86.3)",27,Maharashtra
Crude,Diagnosed,Total,Bid,523,67.5,59.3,75.7,"67.5 (59.3, 75.7)",27,Maharashtra
Crude,Diagnosed,Total,Latur,524,80.4,71.5,89.3,"80.4 (71.5, 89.3)",27,Maharashtra
Crude,Diagnosed,Total,Osmanabad,525,78.8,69.2,88.4,"78.8 (69.2, 88.4)",27,Maharashtra
Crude,Diagnosed,Total,Solapur,526,62.6,54.6,70.7,"62.6 (54.6, 70.7)",27,Maharashtra
Crude,Diagnosed,Total,Satara,527,75.7,68.2,83.3,"75.7 (68.2, 83.3)",27,Maharashtra
Crude,Diagnosed,Total,Ratnagiri,528,74.3,64.5,84,"74.3 (64.5, 84)",27,Maharashtra
Crude,Diagnosed,Total,Sindhudurg,529,73.3,66,80.6,"73.3 (66, 80.6)",27,Maharashtra
Crude,Diagnosed,Total,Kolhapur,530,69.3,61.2,77.5,"69.3 (61.2, 77.5)",27,Maharashtra
Crude,Diagnosed,Total,Sangli,531,78,70.1,86,"78 (70.1, 86)",27,Maharashtra
Crude,Diagnosed,Total,Srikakulam,542,84.6,79.2,90,"84.6 (79.2, 90)",28,Andhra Pradesh
Crude,Diagnosed,Total,Vizianagaram,543,76.9,68,85.8,"76.9 (68, 85.8)",28,Andhra Pradesh
Crude,Diagnosed,Total,Visakhapatnam,544,68.7,62.1,75.2,"68.7 (62.1, 75.2)",28,Andhra Pradesh
Crude,Diagnosed,Total,East Godavari,545,77.6,71.5,83.8,"77.6 (71.5, 83.8)",28,Andhra Pradesh
Crude,Diagnosed,Total,West Godavari,546,77.6,70.9,84.3,"77.6 (70.9, 84.3)",28,Andhra Pradesh
Crude,Diagnosed,Total,Krishna,547,85.3,80.3,90.2,"85.3 (80.3, 90.2)",28,Andhra Pradesh
Crude,Diagnosed,Total,Guntur,548,75.8,69.4,82.2,"75.8 (69.4, 82.2)",28,Andhra Pradesh
